업소명,도로명주소,주요음식,신청일자,지정일자,재지정일자
해랑횟집,강원도 강릉시 주문진읍 해안로 1609,"모듬회, 매운탕",2014-03-28,2014-06-18,2019-09-19
24시정동진회식당,강원도 강릉시 강동면 정동역길 8,"활어회,매운탕",1999-10-25,1999-10-28,2021-11-26
안목등대횟집,강원도 강릉시 창해로14번길 48 (견소동),"생선회,초밥",2010-09-29,2010-09-30,
명동면옥함흥냉면,강원도 강릉시 용지각길 42 (포남동),"냉면,왕만두,수육",1998-05-02,2002-06-27,2018-10-02
강원면옥,강원도 강릉시 팔송길 36 (송정동),막국수,1999-05-20,1999-05-25,2003-07-15
점봉산산채산나물천국,강원도 강릉시 난설헌로 168 (초당동),"산채정식,산채비빔밥",2015-03-31,2015-04-27,2021-11-26
알딸딸,"강원도 강릉시 신대학길 19, 4층 (금학동)",경양식,2000-12-10,2000-12-18,2002-06-27
주문진황금돼지,강원도 강릉시 주문진읍 매맥이아랫길 6-6,불고기,2000-07-20,2000-07-24,2005-07-13
마린플래닛,"강원도 강릉시 사천면 진리해변길 165, 3층",회,2001-07-02,2001-07-11,2002-06-27
오무라안,강원도 강릉시 성덕포남로188번길 27 (포남동),메밀국수(소바),2017-09-01,2017-09-29,2021-11-26
옛날초당순두부,강원도 강릉시 운정길 141 (운정동),순두부정식,2016-07-01,2016-08-16,2018-10-02
동산공원,강원도 강릉시 산양길 74 (포남동),오리훈제,2001-07-20,2001-07-23,2002-06-27
마당갈비,"강원도 강릉시 가작로 176, 1층 (교동)",갈비,2000-07-20,2000-07-24,2003-07-15
명산숯불구이,강원도 강릉시 성덕포남로168번안길 24-1 (포남동),버섯전골,2000-07-20,2000-07-24,2010-06-30
삼교리동치미막국수,강원도 강릉시 공항길127번길 42 (남항진동),"막국수,수육",2006-04-17,2006-05-02,2021-11-26
돼지한판,강원도 강릉시 범일로579번길 9 (내곡동),"갈비,등심",2001-07-20,2001-07-23,2003-07-15
주문진막국수,강원도 강릉시 주문진읍 연주로 587,"불고기, 두루치기",2014-10-17,2014-12-01,
중앙가든,강원도 강릉시 옥계면 현내시장길 19,"불고기,삼겹살",2006-10-11,2006-11-10,2010-06-30
해동막국수,강원도 강릉시 가작로274번길 4 (포남동),"생태찌개,홍게장국",2001-07-20,2001-07-23,2003-07-15
홍시갈비셰프클라쓰강릉,강원도 강릉시 곶감전길 3-1 (성남동),갈비,2012-04-13,2012-06-12,2020-11-09
엄청난낙지,강원도 강릉시 금성로61번길 11 (성남동),일식,2007-02-27,2007-05-14,
화이트하우스,강원도 강릉시 남부로136번길 13 (노암동),양식,2003-09-29,2005-06-16,2005-07-13
대관령황태촌,"강원도 강릉시 주문진읍 주문로 28-1, 1층",황태요리,2004-03-15,2004-04-06,2010-06-30
여수돌게장,강원도 강릉시 하슬라로232번길 13-13 (교동),"산채정식, 돌솥밥",2010-09-01,2010-09-29,2015-09-18
와사비,강원도 강릉시 경강로2255번길 21 (포남동),"회, 일식",2003-05-21,2003-07-15,2010-06-30
참바다물회,강원도 강릉시 하슬라로232번길 13-8 (교동),해물찜,2007-02-27,2007-05-14,2016-09-21
강릉아산푸드코트,강원도 강릉시 사천면 방동길 38-1,"비빔밥,갈비탕,중식",2010-04-20,2010-04-20,2021-11-26
시골할머니추어탕,강원도 강릉시 성산면 솔밭길 16,추어탕,2004-07-02,2004-08-12,2019-10-29
은총(자연산활어횟집),강원도 강릉시 공항길 159 (남항진동),생선회,2004-03-15,2004-04-06,
교동숯불갈비,강원도 강릉시 원대로 149 (교동),"갈비구이, 비빔밥",2017-06-09,2017-07-13,2021-11-26
이만구교동짬뽕,강원도 강릉시 강릉대로 199-8 (교동),짬뽕,2002-01-10,2002-01-15,2013-11-01
포모도로,강원도 강릉시 궁골길 2 (회산동),"스파케티,돈가스",2007-10-01,2007-11-23,2021-11-26
돔하우스,강원도 강릉시 연곡면 남평길 31,"정식,스테이크,스타케티",2003-02-06,2003-03-24,2015-09-18
올투게더,강원도 강릉시 솔올로5번길 40-3 (교동),불고기,2003-05-21,2003-07-15,2007-07-05
쌈촌구이&샤브강릉점,강원도 강릉시 솔올로5번길 40-3 (교동),"월남쌈, 샤브샤브",2012-04-13,2012-06-12,2021-11-26
낙지대장,강원도 강릉시 성덕로 120 (병산동),낙지,2015-03-31,2015-04-27,
도둑고기포남점,강원도 강릉시 하평길 26 (포남동),명태찜,2004-03-15,2004-04-06,2006-07-13
KIS정보통신(주)(인천방향)휴게소한식,강원도 강릉시 성산면 영동고속도로 231,"국밥, 비빔밥",2016-06-29,2016-08-16,2021-11-26
KIS정보통신(주)강릉(강릉방향)휴게소놀부부대찌개,강원도 강릉시 성산면 영동고속도로 232,"국밥, 비빔밥류",2016-06-29,2016-08-16,2021-11-26
동천해물찜,강원도 강릉시 경포로 106 (교동),"해물탕,해물찜",2003-05-21,2003-07-15,2014-04-03
농촌순두부,강원도 강릉시 초당순두부길 108 (강문동),순두부정식,2015-03-31,2015-04-27,2021-02-05
신리면옥강릉점,강원도 강릉시 하슬라로177번길 7 (교동),막국수,2014-11-10,2014-12-01,2021-11-26
사천포구,강원도 강릉시 사천면 진리항구길 35,"생선회, 매운탕",2017-06-08,2017-07-13,2021-11-26
어림지,강원도 강릉시 강릉대로 340 (포남동),기타,2003-02-06,2003-03-24,
늘푸른집,강원도 강릉시 강동면 율곡로 1863,"대구탕,곤지탕,도루묵",2008-09-09,2008-10-15,2016-09-21
바우하우스,강원도 강릉시 사천면 덕실안길 10-6,스테이크,2003-05-21,2003-07-15,2021-11-26
회산막국수,강원도 강릉시 회산로 373 (회산동),막국수,2015-10-29,2015-11-17,2018-10-02
초당할머니순두부,강원도 강릉시 초당순두부길 77 (초당동),순두부,2017-09-01,2017-09-29,2021-11-26
열해해물전골,"강원도 강릉시 창해로 31, 2층 (견소동)",해물전골,2003-05-21,2003-07-15,2019-10-29
식껍강릉점,강원도 강릉시 임영로 7 (노암동),냉면,2003-09-29,2003-11-03,2010-06-30
쿠겐쿠겐,강원도 강릉시 용지각길 14 (포남동),뷔페,2003-05-21,2003-07-15,2016-09-21
강릉메밀촌,강원도 강릉시 교동광장로100번길 8-12 (교동),메밀육개장,2014-10-20,2014-12-01,2019-10-29
마스터통삼겹,"강원도 강릉시 솔올로 34, 2층 (교동)",일식정식,2004-03-15,2004-04-06,2010-06-30
루싱,강원도 강릉시 남부로 151 (노암동),"자장면,탕수육",2007-06-11,2007-07-20,2010-06-30
모닥불,강원도 강릉시 하슬라로206번길 8-2 (교동),"복어지리탕, 복어찜",2015-10-30,2015-11-17,2019-10-29
해촌해물삼계탕,강원도 강릉시 경강로2245번길 28 (포남동),버섯전골,2003-09-29,2003-11-03,
이모네생선찜,강원도 강릉시 가작로 8 (교동),곤드레밥,2004-01-07,2004-01-07,2008-07-17
차이루,강원도 강릉시 하슬라로232번길 14-8 (교동),"자장면,탕수육",2016-03-29,2016-04-26,2019-10-29
순수가성순두부,강원도 강릉시 경강로2255번길 6 (포남동),갈비,2004-01-07,2004-01-07,2010-06-30
캣독(CATDOG),"강원도 강릉시 솔올로5번길 5, 2층 (교동)",생갈비,2005-10-10,2005-10-21,2010-08-03
박대감화로구이,강원도 강릉시 하슬라로 184 (교동),감자탕,2004-03-15,2004-04-06,
남문한식뷔페(출장뷔페),강원도 강릉시 남문길1번길 4 (남문동),불고기,2006-04-17,2006-05-02,2009-06-25
명품횡성한우고집,강원도 강릉시 율곡초교길11번길 15 (교동),한우구이,2017-09-01,2017-09-29,2021-11-26
신라이사부독도참치,강원도 강릉시 솔올로 67 (교동),참치요리,2013-04-23,2013-07-05,2021-11-26
건도리,강원도 강릉시 창해로 427 (강문동),모듬회,2017-09-01,2017-09-29,2021-11-26
흑임자삼계탕,강원도 강릉시 문화의길7번길 14 (임당동),"복어탕, 복어회",2012-04-13,2012-06-12,
가을동화앤틱카페,강원도 강릉시 유죽길 455-12 (죽헌동),프랑스코스요리,2015-11-04,2015-11-17,2017-07-06
굴사랑,강원도 강릉시 가작로 16-1 (교동),굴밥,2010-04-20,2010-04-20,2019-10-29
메밀능이촌,강원도 강릉시 화부산로 171 (교동),갈비,2008-09-09,2008-10-15,2009-06-25
대관령돼지갈비입암점,강원도 강릉시 성덕포남로 21-5 (입암동),불고기,2005-04-14,2005-06-16,2008-07-17
포차끝판왕강릉점,"강원도 강릉시 솔올로 62, 2층 (교동)",중화요리,2005-10-10,2005-10-21,
동해관,강원도 강릉시 율곡로 3020 (교동),한정식,2013-09-17,2013-11-13,2021-11-26
처음처럼횟집,강원도 강릉시 연곡면 해안로 1423,모듬회,2011-05-17,2011-05-17,
캐빈횟집,강원도 강릉시 주문진읍 해안로 1935,"모듬회,매운탕",2011-05-17,2011-05-17,2015-09-18
롱브레드,강원도 강릉시 창해로14번길 10 (견소동),"모듬회,매운탕",2011-05-17,2011-05-17,2017-07-06
예원간장게장전문점,"강원도 강릉시 회산로 301, 2층 (회산동)",간장게장정식,2017-06-07,2017-07-13,2019-05-02
노래곡막국수,강원도 강릉시 남부로 54-6 (내곡동),"막국수,소머리국밥",2005-10-10,2005-10-21,2021-11-26
윌횟집,"강원도 강릉시 창해로 419 (강문동,외1필지)","모듬회, 매운탕",2009-03-31,2009-04-23,2021-11-26
교항면옥,강원도 강릉시 주문진읍 연주로 263,"막국수,수육",2006-04-17,2006-05-02,2021-11-26
머구리횟집,강원도 강릉시 창해로 19 (견소동),"모듬회, 매운탕",2008-04-02,2008-04-23,2021-11-26
연곡면옥,강원도 강릉시 연곡면 남평길 17,"막국수,수육",2007-06-11,2007-07-20,2021-11-26
영덕대게,강원도 강릉시 창해로 473 (강문동),"대게, 모듬회",2017-09-01,2017-09-29,2018-10-02
김윤미전복삼계탕,강원도 강릉시 팔송길 6 (송정동),전복삼계탕,2010-04-20,2010-04-20,2021-11-26
주문진항유리횟집,강원도 강릉시 주문진읍 해안로 1667,"활어회,매운탕",2007-02-27,2007-05-14,2013-11-01
예향정,강원도 강릉시 경포로 40 (교동),청국장,2019-09-20,2019-12-18,
바다마을횟집,강원도 강릉시 강동면 정동등명길 23,"모듬회, 섭국",2014-11-12,2014-12-01,2021-11-26
이가네면옥,강원도 강릉시 하슬라로177번길 14 (교동),막국수,2014-10-20,2014-12-01,2021-11-26
덕보네,강원도 강릉시 옥가로 24 (옥천동),"삼겹살,등심",2006-10-11,2006-11-10,2013-11-01
해송횟집,강원도 강릉시 창해로14번길 16 (견소동),"모듬회, 매운탕",2007-10-01,2007-11-23,2021-11-26
엄마손막국수,강원도 강릉시 운정길 40 (난곡동),"막국수,삼계탕",2009-03-31,2009-04-23,2013-11-01
정은숙초당순두부(초당면옥),강원도 강릉시 난설헌로 200 (초당동),"두부, 막국수",2008-04-02,2008-04-23,2021-11-26
한우덕,강원도 강릉시 경강로2024번길 27 (명주동),쌈밥,2009-03-31,2009-04-23,2011-05-17
삼교리동치미막국수교동점,강원도 강릉시 경포로15번길 6-19 (지변동),"막국수,수육,왕만두",2008-04-02,2008-04-23,2021-11-26
애너벨리,강원도 강릉시 공항길127번길 52 (남항진동),양식,2008-04-02,2008-04-23,2010-06-30
갤러리밥스,강원도 강릉시 난설헌로 144 (포남동),"돈가스,국밥",2015-03-31,2015-04-27,2021-11-26
한정식좋구먼!,강원도 강릉시 구정면 생길목길 36-8,한정식,2008-04-02,2008-04-23,2017-07-06
연돈,강원도 강릉시 연곡면 영진길 15,삼겹살,2017-09-01,2017-09-29,2019-10-29
쿠켄,강원도 강릉시 홍제로 7-11 (홍제동),바베큐모듬구이,2012-04-13,2012-06-12,2017-07-06
본죽포남점,강원도 강릉시 하평길 28 (포남동),죽,2019-09-20,2019-12-18,2021-11-26
원인숙고성생선찜,강원도 강릉시 성덕포남로 56 (입암동),생선찜,2017-03-24,2017-04-11,2021-11-26
빅픽처6(Big Picture6),강원도 강릉시 주문진읍 해안로 1585,"생선회, 매운탕",2017-06-05,2017-07-13,2020-11-09
강릉참치,강원도 강릉시 정원로 74-19 (교동),"해물찜, 탕",2003-11-03,2003-11-03,2019-10-29
장군시오야끼포남직영점,강원도 강릉시 하평길 20 (포남동),돼지야채불고기,2009-03-31,2009-04-23,2021-11-26
카페선,"강원도 강릉시 구정면 구정중앙로 207-89, 2층",돈까스,2010-09-29,2010-09-29,
강릉한우타운,강원도 강릉시 성덕포남로 93 (입암동),"갈비탕,생고기",2015-03-31,2015-04-27,2018-10-02
이놈애커피,강원도 강릉시 구정면 궁골길 25,"오리주물럭, 오리훈제",2009-03-31,2009-04-23,2017-07-06
큰집바지락칼국수,강원도 강릉시 주문진읍 주문로 93-1,칼국수,2012-04-13,2012-06-12,2013-11-01
강문어화횟집,강원도 강릉시 창해로 348 (강문동),"모듬회, 매운탕",2009-03-31,2009-04-23,2021-11-26
이주환전통한우,강원도 강릉시 성산면 사임당로107번길 89,소고기 모둠구이,2015-10-26,2015-11-17,2021-11-26
고구려,강원도 강릉시 노가니길 35 (노암동),모듬한우구이,2012-04-13,2012-06-12,
강남촌,강원도 강릉시 임영로 3 (노암동),"왕갈비, 냉면",2012-10-05,2012-11-26,2021-11-26
엄서방갈비찜,강원도 강릉시 하슬라로192번길 5 (교동),갈비찜,2017-06-07,2017-07-13,
만선감자옹심이,강원도 강릉시 공항길 46 (병산동),"감자옹심이, 감자적",2017-03-24,2017-04-11,2021-11-26
사천항주문진물회,강원도 강릉시 사천면 진리항구길 49,"모듬회,물회",2010-04-20,2010-04-20,2021-11-26
자양순대국,강원도 강릉시 월대산로 85-10 (입암동),부대찌개,2010-04-20,2010-04-20,2018-10-02
대굴령민들레동산,강원도 강릉시 성산면 성연로 17,"약선음식, 돌솥밥",2012-10-10,2012-11-26,2014-04-03
낙지명장 강릉홈플러스점,"강원도 강릉시 경강로 2120 (옥천동,외2필지(613,614,615))","자장면,탕수육",2010-09-29,2010-09-29,
진마루차이나,강원도 강릉시 연곡면 영진3길 4,"자장면, 탕수육",2017-09-01,2017-09-29,2021-11-26
만억정흑염소,"강원도 강릉시 솔올로 65, 2층 (교동)",염소탕,2018-09-17,2018-10-02,2021-11-26
바우길횟집,강원도 강릉시 주문진읍 해안로 1613,"모듬회,매운탕",2011-05-17,2011-05-17,2015-09-18
만나도토리임자탕,강원도 강릉시 정원로 77-9 (교동),"도토리칼국수, 도토리탕수",2017-03-24,2017-04-11,2021-11-26
금단지횟집,강원도 강릉시 주문진읍 해안로 1999,생선회,2014-03-28,2014-06-18,2015-09-18
본터웰빙산채오리,강원도 강릉시 범일로 457 (내곡동),오리전골,2011-05-17,2011-05-17,2021-11-26
송정용짬뽕,강원도 강릉시 해안로 137 (송정동),"해물찜,탕",2011-05-17,2011-05-17,2012-11-26
전장군시오야끼교동점,강원도 강릉시 하슬라로192번길 17 (교동),대패삽겹살,2014-04-02,2014-06-18,
정혜영쿡,강원도 강릉시 사천면 본동길 242,"돈까스, 스테이크",2014-11-10,2014-12-01,2021-11-26
반구정참숯민물장어,강원도 강릉시 명륜로121번길 10 (포남동),"해계탕, 장어구이",2015-11-02,2015-11-17,2021-11-26
오죽헌꿈의두부,"강원도 강릉시 율곡로 3176, 2층 (죽헌동)","두부전골, 오색두부",2012-04-13,2012-06-12,2017-07-06
춘천수미닭갈비,강원도 강릉시 월대산로 60 (입암동),"닭갈비, 막국수",2013-10-24,2013-11-13,2021-11-26
솔담,강원도 강릉시 저동골길 10 (저동),연잎정식,2015-03-31,2015-04-27,2021-11-26
회산장칼국수,강원도 강릉시 토성로 65 (홍제동),"장칼국수, 두루치기",2013-02-06,2013-04-18,2021-11-26
친친포차강릉점,강원도 강릉시 입암로 149 (입암동),돼지야채불고기,2012-10-05,2012-11-26,2019-10-29
기사문,강원도 강릉시 정원로 78-22 (교동),"모듬회, 곰치국",2011-05-17,2011-05-17,2021-11-26
청룡횟집,강원도 강릉시 창해로350번길 17 (강문동),생선회,2013-06-13,2013-07-05,2014-10-28
허허사랑,강원도 강릉시 위촌길 29 (홍제동),오리요리,2012-11-19,2012-11-26,2021-11-26
강릉뚝배기,강원도 강릉시 남부로 5 (내곡동),국밥,2014-04-01,2014-06-18,2021-11-26
김영래연,강원도 강릉시 강동면 풍호길 100-1,한정식,2013-10-08,2013-11-13,
육반장,강원도 강릉시 토성로 169 (임당동),육개장,2017-09-01,2017-09-29,2021-11-26
영진보리밥,강원도 강릉시 연곡면 영진길 80,보리밥,2014-03-28,2014-06-18,2018-10-02
강원한우프라자,강원도 강릉시 교동광장로 11 (유천동),한우구이,2014-04-02,2014-06-18,2021-11-26
인계동싸람들,강원도 강릉시 솔올로 41 (교동),"스테이크, 파스타",2014-04-02,2014-06-18,
우석정,강원도 강릉시 강동면 시동서당길 113,"불고기, 막국수",2018-09-17,2018-10-02,2021-11-26
강릉숯불장어,강원도 강릉시 연곡면 진고개로 2319-9,장어구이,2014-10-17,2014-12-01,
예향막국수,강원도 강릉시 남부로 176 (노암동),막국수,2015-03-31,2015-04-27,2021-11-26
솔향한우촌,강원도 강릉시 연곡면 연주로 186-4,한우구이,2014-11-10,2014-12-01,2021-11-26
