업소명,도로명주소,주요음식,신청일자,지정일자,재지정일자
계리원,강원도 철원군 서면 와수로181번길 20,"생등심,곱창버섯전골",2004-08-02,2004-08-02,2011-10-31
정원본가신철원점,강원도 철원군 갈말읍 삼부연로18번길 27,닭갈비,2005-07-26,2005-08-31,
조선면옥,강원도 철원군 갈말읍 갈말로 58,"해장국,설렁탕",2005-07-26,2005-08-31,2012-11-30
경복궁,강원도 철원군 서면 와수로110번안길 42,"소갈비,불고기",2004-08-02,2004-08-02,2012-11-30
논두렁밭두렁,강원도 철원군 갈말읍 삼부연로17번길 11,"칡냉면,설렁탕",2004-08-02,2004-08-02,
덕산방,강원도 철원군 동송읍 오대로 4,"소왕갈비,한우등심,돼지갈비,버섯불고기",2009-05-21,2009-07-14,2012-11-30
샹하이,강원도 철원군 동송읍 금학로210번길 8-11,연된장삼겹살,2006-06-21,2007-06-22,2015-11-19
오리마을 샘물막국수,강원도 철원군 갈말읍 명성로157번길 12,모듬회,2005-07-26,2005-08-31,
미가도양고기 전문점,강원도 철원군 서면 와수로181번길 8-12,모듬회,2005-07-26,2005-08-31,
문평쌈가,강원도 철원군 갈말읍 갈말로 369,"쌈밥, 미니돼지족발",2013-10-01,2013-11-07,2016-11-30
한가원,강원도 철원군 동송읍 창동로 2364,"갈비, 오리구이",2011-09-27,2011-10-31,2013-11-07
밀밭길,강원도 철원군 갈말읍 명성로 161,"소머리국밥,뼈해장국,설렁탕",2008-05-20,2008-07-18,2008-03-03
옛고을,강원도 철원군 동송읍 이평3로 41,두부전골,2010-07-02,2010-08-16,2017-11-10
정통이가네소머리국밥,강원도 철원군 동송읍 태봉로 2124,한식뷔페,2006-05-25,2006-08-24,
견우&직녀,강원도 철원군 갈말읍 태봉로 1379,장어구이,2004-08-02,2004-08-02,2014-11-04
추풍령감자탕.묵은지,강원도 철원군 서면 와수로 154-1,"감자탕,뼈찜",2006-05-25,2006-08-24,2008-03-03
정원본가,강원도 철원군 서면 와수1로 44-6,"한우생고기,철원생고기,쌈밥",2008-05-20,2008-07-18,2011-10-31
용우동,강원도 철원군 동송읍 금학로 220-1,"우동,김밥",2005-07-26,2005-08-31,2011-10-31
동송칡냉면,강원도 철원군 철원읍 금학로 412,칡냉면,2006-05-25,2006-08-24,2008-03-03
금천식당,강원도 철원군 갈말읍 명성로158번길 51,삼계탕,2013-10-01,2013-11-07,2021-10-28
철원영양돌솥밥,강원도 철원군 갈말읍 명성로174번길 14,"영양돌솥밥,명태찜",2004-08-02,2004-08-02,2021-10-28
로프,"강원도 철원군 동송읍 금학로 229, 4층","경양식,해물볶음밥",2007-06-21,2007-06-22,2017-11-10
대가,강원도 철원군 갈말읍 명성로 281,추어탕,2005-07-26,2005-08-31,2021-10-28
돈대감숯불화로구이,강원도 철원군 갈말읍 태봉로 1537,"돼지갈비,삼겹살",2006-06-23,2006-08-23,2021-10-28
바다횟집,강원도 철원군 갈말읍 명성로 223,"활어회, 초밥",2017-10-31,2017-11-10,2021-10-28
한우촌,강원도 철원군 갈말읍 두루미로 13,"철원청정한우생고기,냉면,생갈비",2008-07-17,2008-07-18,2010-08-16
금학산방,강원도 철원군 동송읍 이평로 113,샤브샤브,2013-10-01,2013-11-07,2018-10-29
철원생고기,강원도 철원군 서면 자등로 614,"철원청정삼겹살,칡냉면",2008-05-20,2008-07-18,2021-10-28
돈돈삼겹살,강원도 철원군 서면 와수로181번길 25-18,생삼겹,2009-02-24,2009-07-14,2010-08-16
구이가,강원도 철원군 동송읍 이평1로 3,뼈다귀전골,2007-06-21,2007-06-22,2010-08-16
현무암,강원도 철원군 동송읍 태봉로 1825,"자연산민물매운탕,철원청정육생고기",2007-06-21,2007-06-22,2021-10-28
추풍령감자탕,강원도 철원군 갈말읍 삼부연로17번안길 22-9,묵은지감자탕,2014-09-30,2014-11-04,2021-10-28
동철원막국수,강원도 철원군 갈말읍 명성로 184,"철원청정생고기,돼지왕갈비,샤브샤브",2008-05-20,2008-07-18,2020-10-29
진부령,강원도 철원군 갈말읍 명성로 164,"해장국,설렁탕",2006-05-25,2006-08-24,2012-11-30
옛매운탕송탄부대찌개,강원도 철원군 동송읍 태봉로 1833,"매운탕, 부대찌개",2015-06-25,2016-05-09,
철원오대갈비,강원도 철원군 동송읍 이평2로17번길 15,고추냉이갈비,2013-10-01,2013-11-07,2021-10-28
덕고개황금족발,강원도 철원군 철원읍 금학로252번길 11,"더덕오리주물럭,오리로스,무쇠쌈밥",2007-06-21,2007-06-22,2010-08-16
마늘오리,강원도 철원군 동송읍 이평2로10번길 30,오리훈제,2010-07-02,2010-08-16,2021-10-28
황소마을,"강원도 철원군 서면 와수로181번길 16, 1층","한우고급육,버섯샤브샤브",2009-07-15,2009-07-14,2014-11-04
녹원잔치뷔폐,강원도 철원군 동송읍 금학로218번길 27,뷔페식,2010-07-02,2010-08-16,2013-11-07
자담치킨 동송점,강원도 철원군 동송읍 금학로252번길 20,"해물칼국수, 콩나물해장국, 소머리국밥",2013-10-01,2013-11-07,2016-08-10
남대천황가네매운탕,강원도 철원군 갈말읍 군탄로 41,"매운탕, 닭볶음탕",2015-06-25,2016-05-09,2021-10-28
한우연,강원도 철원군 동송읍 금학로136번길 9,"설렁탕,도가니탕,한우생고기,한우육회",2009-06-08,2009-07-14,2021-10-28
민통선한우촌,강원도 철원군 갈말읍 호국로 4987 (1~2)층,한우고기,2010-07-01,2010-08-16,2021-10-28
황제쭈꾸미,강원도 철원군 갈말읍 삼부연로18번길 16-13,"두부전골, 두부보쌈, 뚝배기순두부",2012-11-26,2012-11-30,2014-11-04
홍대면옥,강원도 철원군 서면 와수로181번길 25-19,양념갈비,2011-09-27,2011-10-31,2012-11-30
맛나식당,강원도 철원군 갈말읍 태봉로 1585,쌈밥 밀면,2017-10-31,2017-11-10,2021-10-28
"선주동태,내장탕",강원도 철원군 갈말읍 명성로 202-12,"보쌈, 곰탕, 명태회국수",2013-10-01,2013-11-07,2014-11-04
오리명가,강원도 철원군 동송읍 이평1로38번길 22,"오리구이, 오리백숙",2017-10-31,2017-11-10,2021-10-28
본때감자탕,강원도 철원군 철원읍 금학로251번길 6,감자탕,2014-09-30,2014-11-04,2021-10-28
동주산성,강원도 철원군 갈말읍 호국로 4507,"한우구이,불고기,갈비탕",2017-04-12,2017-05-11,2021-10-28
철원순메밀막국수,"강원도 철원군 동송읍 이평3로 139, 1층","피자,파스타,스테이크",2017-04-01,2017-05-11,2018-10-29
둠지능이버섯백숙,강원도 철원군 서면 금강로 7516,능이버섯백숙,2017-10-31,2017-11-10,2021-10-28
명동직화오리,강원도 철원군 갈말읍 갈말로 53-3,"오리직화구이, 오리더덕구이",2016-10-28,2016-11-30,2017-11-10
철원축산물유통센터,강원도 철원군 갈말읍 호국로 4998,돼지고기,2017-10-31,2017-11-10,2021-10-28
경복원,강원도 화천군 상서면 영서로 7724,"자장면, 삼겹살",2005-04-18,2005-05-18,2010-07-01
송화식당,"강원도 화천군 화천읍 중앙로4길 12, 가1동 7호",등심. 자시라삼겹살,2005-04-18,2005-05-18,2008-12-01
육화구이,강원도 화천군 화천읍 중앙로2길 5,"자장면,탕수육",2015-08-31,2013-10-08,2016-11-03
황궁쟁반짜장,강원도 화천군 화천읍 중앙로2길 8,"자장면,탕수육",2014-09-02,2013-10-08,2016-11-03
북한강횟집,강원도 화천군 화천읍 중앙로 12-10,"광어회,메기매운탕",2006-04-03,2006-05-12,2009-07-01
낭천가든,강원도 화천군 화천읍 중앙로6길 21-9,"오리백숙,생삼겹살",2007-03-28,2007-05-01,2021-11-29
대성각,강원도 화천군 사내면 사내로4길 23-10 (외2필지),"짜장면, 탕수육",2009-07-01,2009-07-01,2012-10-09
천일막국수,강원도 화천군 화천읍 상승로 45-15,막국수.빈대떡,2002-04-10,2002-05-03,2005-05-18
타박네,강원도 화천군 화천읍 중앙로4길 49 ((3층)),돈가스.정식,2002-04-10,2002-05-03,2007-05-01
유정식당,강원도 화천군 화천읍 중앙로2길 17-1,"돼지짜글이,순두부찌개",2019-10-11,2019-11-09,2020-12-16
따봉,강원도 화천군 화천읍 중앙로6길 13-9,"즉석떡볶이, 돈까스",2021-11-01,2021-11-29,
서화산가든,강원도 화천군 화천읍 상승로 49-19,"능이오리백숙, 갈비",2016-09-12,2016-11-03,2021-11-29
웰빙닭갈비,"강원도 화천군 사내면 사내로7길 18, 웰빙닭갈비","닭갈비,막국수",2012-10-09,2013-10-08,2021-11-29
본전식당,강원도 화천군 화천읍 중앙로2길 23-10,해물전골.삽겹살,2002-04-10,2002-05-03,2008-12-01
장수숯불가든,강원도 화천군 화천읍 중앙로2길 31-7,곱창전골,2002-04-10,2002-05-03,2008-12-01
가마솥설렁탕,강원도 화천군 화천읍 중앙로6길 18,바다회. 민물회,2005-04-18,2005-05-18,2006-05-12
명가,강원도 화천군 화천읍 상승로 57,"활어회, 민물매운탕",2013-10-08,2013-10-08,2014-10-08
남가식당,강원도 화천군 간동면 간척월명로 311-1,돼지갈비.청국장,2002-04-10,2002-05-03,2009-07-01
곤지암 할매 소머리국밥,강원도 화천군 상서면 영서로 7721,"족발, 보쌈",2002-04-10,2002-05-03,2008-12-01
중국성,"강원도 화천군 화천읍 중앙로2길 13-4, 1-2층","자장면,탕수육",2002-04-10,2013-10-08,2022-02-04
분도 흑염소탕,강원도 화천군 화천읍 산수화로1길 5,흑염소전골,2019-10-11,2019-11-09,2021-11-29
산마을가든,강원도 화천군 사내면 사내로 57,"소고기, 돼지고기",2005-04-18,2013-10-08,2021-11-29
청기와집,강원도 화천군 화천읍 화천새싹길 18,메기매운탕. 백반,2005-04-18,2005-05-18,2008-12-01
대청마루,강원도 화천군 화천읍 중앙로5길 8,"나물밥,산천어밥(계절)",2002-04-10,2013-10-08,2021-11-29
귀빈숯불갈비,강원도 화천군 화천읍 중앙로8길 21,"돼지갈비, 된장찌개",2005-04-18,2005-05-18,2009-07-01
원천수식당,강원도 화천군 하남면 호수길 18,오리구이. 된장찌개,2005-04-18,2005-05-18,2006-05-12
물소리,강원도 화천군 사내면 물안골길 13,돈까스.정식,2002-04-10,2002-05-03,2005-05-18
낭천고을,강원도 화천군 간동면 간척월명로 302,돼지갈비.등심,2002-04-10,2002-05-03,2009-07-01
만리향,강원도 화천군 상서면 영서로 7706-1,"탕수육,볶음우동",2009-07-01,2013-10-08,2021-11-29
평양막국수,강원도 화천군 화천읍 평화로 406,"자장면,탕수육",2002-04-10,2013-10-08,2016-11-03
백가네칡냉면,강원도 화천군 화천읍 평화로 233,"자장면,탕수육",2002-04-10,2013-10-08,2016-11-03
콩사랑,강원도 화천군 화천읍 대이리길 39,두부보쌈,2018-06-07,2018-07-04,2021-11-29
사내가든,강원도 화천군 사내면 수밀리길 9,"돼지갈비,소갈비",2002-04-10,2002-05-03,2008-12-01
친절한 금자밥상,강원도 화천군 화천읍 상승로 51-2,해장국,2005-04-18,2005-05-18,2008-12-01
청도리가든,강원도 화천군 간동면 춘양로 788-41,"막국수,닭갈비",2005-04-18,2013-10-08,2021-11-29
월남가든,강원도 화천군 간동면 파로호로 1149,토끼탕.오리탕,2002-04-10,2002-05-03,2008-12-01
거목가든,강원도 화천군 하남면 용화산로 1174,오리구이.토종닭,2002-04-10,2002-05-03,2008-12-01
산천초목,강원도 화천군 하남면 용화산로 1121,오리구이.된장찌개,2002-04-10,2002-05-03,
강원나물밥 채원,강원도 화천군 화천읍 상승로 60-7,"자장면,탕수육",2002-04-10,2013-10-08,2016-11-03
구이구이,강원도 화천군 화천읍 산수화로 43,"돼지갈비,삼겹살",2006-04-03,2006-05-12,2009-07-01
천년관,강원도 화천군 화천읍 상승로 45-17,뷔폐. 갈비,2005-04-18,2005-05-18,2009-07-01
제천식당,강원도 화천군 화천읍 중앙로7길 21,보리밥. 칼국수,2005-04-18,2005-05-18,2008-12-01
동해식당,강원도 화천군 상서면 수피령로 1311,광어회. 매운탕,2005-04-18,2005-05-18,
갈비속으로,강원도 화천군 사내면 사내로2길 7-3,"아구찜,해물찜",2002-04-10,2002-05-03,2007-05-01
영란국밥,강원도 화천군 사내면 사내로2길 14,"돈까스정식,함박스테이크",2007-03-28,2007-05-01,2009-07-01
머슴 설렁탕,강원도 화천군 사내면 사내로 63,설렁탕. 갈비탕,2005-04-18,2005-05-18,
육해공,강원도 화천군 사내면 문화마을1길 27-17,"해물탕,돼지갈비",2005-04-18,2013-10-08,2021-11-29
산이야기,강원도 화천군 사내면 천문대길 2,"돈까스정식,비후까스",2007-03-28,2007-05-01,2009-07-01
우정갈비,강원도 화천군 화천읍 중앙로2길 23-12,"생등심, 돼지갈비",2006-04-03,2013-10-08,2021-11-29
삼호가든,강원도 화천군 사내면 문화마을1길 14,삼계탕,2006-04-03,2006-05-12,2009-07-01
산채골,강원도 화천군 화천읍 상승로 54-9,"더덕쌈정식,참숯불고기",2005-04-18,2013-10-08,2021-11-29
동촌바다양푼이동태탕찜,강원도 화천군 화천읍 상승로 49-17,"붕어찜,매운탕",2006-04-03,2006-05-12,2011-10-01
그집 쭈꾸미,강원도 화천군 화천읍 산천어길 124,쭈꾸미,2018-03-20,2018-04-05,2021-11-29
4757,강원도 화천군 사내면 포화로 1154,"회, 매운탕",2013-10-08,2013-10-08,2013-10-08
청포골,강원도 화천군 사내면 문화마을1길 27-21 ((1층)),"오리, 돌솥밥",2009-07-01,2013-10-08,2015-10-08
짜웅,강원도 화천군 사내면 상록길 2,"모듬회, 알밥",2009-07-01,2009-07-01,2011-10-01
갈비명가,강원도 화천군 사내면 문화마을1길 88,"자장면,탕수육",2013-10-08,2013-10-08,2016-11-03
산천정육식당,강원도 화천군 화천읍 산수화로 111,"곰탕, 한우",2021-11-01,2021-11-29,
섬뜰마루,강원도 화천군 사내면 문화마을2길 19,"오리로스, 막국수",2009-07-01,2013-10-08,2021-11-29
꼬꼬원이닭발,강원도 화천군 사내면 사내로2길 18,"국물닭발, 숯불닭발",2016-09-12,2016-11-03,2021-11-29
소한마리,"강원도 화천군 화천읍 중앙로4길 12, 가4동 16가,다호","등심,육회",2018-10-10,2018-11-09,2021-11-29
강산애닭갈비,강원도 화천군 화천읍 상승로1길 16-6,"닭갈비, 막국수",2011-10-01,2013-10-08,2021-11-29
웰빙 오골계세상,강원도 화천군 화천읍 가손이길 43,"오골계, 토종닭",2013-10-08,2013-10-08,2021-11-29
어가육가,강원도 화천군 화천읍 중앙로7길 23 (외 1필지),"생선구이,삽겹살",2014-09-02,2014-10-08,2021-11-29
사나래,강원도 화천군 사내면 상록길 34,묵은지삼겹살,2013-10-08,2013-10-08,2014-10-08
화천삼나물밥상,강원도 화천군 화천읍 중앙로1길 14-5,"나물밥,등심",2017-11-30,2017-12-08,2021-11-29
삼대막국수소머리국밥,강원도 화천군 사내면 사내로2길 28,"막국수,소머리국밥",2014-09-02,2014-10-08,2021-11-29
마포갈매기,강원도 화천군 사내면 사내로5길 16-1,갈매기살,2018-06-07,2018-07-04,2021-11-29
화천막국수,강원도 화천군 화천읍 평화로 217,"막국수,만두전골",2014-09-02,2014-10-08,2021-11-29
천하일미 숯불갈비,강원도 화천군 간동면 간척월명로 298,"돼지갈비, 갈비탕",2015-08-31,2015-10-08,
신 마포갈매기Ⅱ화천점,강원도 화천군 화천읍 상승로 45-15,"자장면,탕수육",2016-09-12,2013-10-08,
포락정,강원도 화천군 상서면 영서로 7746,"삼겹살,갈비탕",2017-11-30,2017-12-08,2021-11-29
미가,강원도 화천군 화천읍 중앙로4길 29-5,"오리백숙,LA갈비",2019-10-11,2019-11-09,2021-11-29
하나기사식당,강원도 화천군 사내면 포화로 1119,백반,2021-10-29,2021-11-29,
동촌가든,강원도 화천군 화천읍 대이리길 23-1,"장어구이,민물매운탕",2017-11-30,2017-12-08,2021-11-29
경포대횟집,강원도 양구군 양구읍 양록길23번길 6-22,바다회,2006-11-20,2006-12-01,2016-11-10
월명식당,강원도 양구군 양구읍 간척월명로 1715,매운탕,2015-09-03,2015-10-19,2021-10-29
양자강,강원도 양구군 양구읍 양록길 106,자장면,2001-12-20,2001-12-20,2021-10-29
한배꼽 옛날손순대,강원도 양구군 동면 금강산로 1535,해장국,2007-08-30,2007-12-01,2014-11-11
풀향기,강원도 양구군 양구읍 양록길23번길 12-27,산채정식,2005-11-22,2005-12-01,2009-12-01
"보문영양탕,흑염소",강원도 양구군 양구읍 양록길23번길 12-33,"육류,탕류",2001-09-07,2001-09-07,2007-12-01
밤나무식당,강원도 양구군 양구읍 소양석현길 31,민물회,2005-11-22,2005-12-01,2009-12-01
석장골오골계집,강원도 양구군 양구읍 양록길23번길 16-7,오골계구이,2009-11-11,2009-12-01,2017-11-07
부일식당,강원도 양구군 양구읍 양록길 103,감자탕,2005-11-22,2005-12-01,2009-12-01
삼양식당,강원도 양구군 양구읍 중앙길 43-7,닭갈비,2001-09-07,2001-09-07,2006-12-01
샤브향,강원도 양구군 양구읍 양남로16번길 3,고기류 샤브,2013-10-15,2013-10-28,2021-10-29
도촌막국수식당,강원도 양구군 국토정중앙면 국토정중앙로 6,막국수,2005-11-22,2005-12-01,2019-11-11
백토미가,강원도 양구군 방산면 장거리길 17,산채정식,2005-11-22,2005-12-01,2016-11-10
광치막국수,강원도 양구군 국토정중앙면 남동로 34-9,막국수,1992-08-24,1992-08-24,2021-10-29
북경,강원도 양구군 양구읍 중심로 190,중식요리,2001-09-07,2001-09-07,2015-10-19
마당너른집전통추어탕,강원도 양구군 양구읍 택지길 58-19,추어탕,2005-11-22,2005-12-01,2021-10-29
양구재래식손두부,강원도 양구군 양구읍 학안로 6,두부전골,2009-11-11,2009-12-01,2021-10-29
고대리샘터막국수,강원도 양구군 양구읍 고대길 46,막국수,2005-11-22,2005-12-01,2009-12-01
양구닭갈비,강원도 양구군 양구읍 양록길 73,"두부찌게, 두부전골",2008-11-11,2008-12-01,2010-12-01
수목정,강원도 양구군 양구읍 중앙길 43-27,"육류,냉면",2006-11-20,2006-12-01,
다도해횟집,강원도 양구군 양구읍 양록길23번길 16-3,바다회,2001-09-07,2001-09-07,2014-11-11
비비큐 . 우쿠야,강원도 양구군 양구읍 중앙길 15,"치킨, 돈가츠",2019-10-04,2019-11-11,2021-10-29
한우마을,강원도 양구군 양구읍 택지길 42-4,한우암소등심,2000-07-18,2000-07-18,
솔모루,강원도 양구군 국토정중앙면 정중앙로 523,돌솥비빔밥,1997-01-23,1997-01-23,2002-09-03
정자나무 고깃집 막국수,강원도 양구군 국토정중앙면 정중앙로 710,막국수,2002-12-14,2002-12-14,2010-12-01
부자집,강원도 양구군 방산면 장거리길 11,안창살 등심,2000-07-18,2000-07-18,
한국식당,강원도 양구군 해안면 해안서화로 15,"육류,탕류",2003-08-16,2003-10-01,2014-11-11
양구수산횟집,강원도 양구군 양구읍 양록길23번길 6-2,"민물회, 매운탕",2006-11-20,2006-12-01,2021-10-29
일품양평해장국,강원도 양구군 양구읍 관공서로 15-3,중화요리,2007-08-30,2007-12-01,2016-11-10
전주식당,강원도 양구군 양구읍 비봉로 91-23,"두부찌게, 두부전골",2008-11-11,2008-12-01,2009-12-01
양구흑염소탕,강원도 양구군 양구읍 양록길23번길 6-18,"염소탕,전골",2002-09-03,2002-09-03,2012-10-02
한국관,강원도 양구군 양구읍 비봉로 58-5,육류,2001-12-21,2001-12-01,2009-12-01
해바라기식당,강원도 양구군 동면 펀치볼로 64-1,고기부페,2003-08-16,2003-10-01,2005-12-01
대천해물 면 낙지 칼국수,강원도 양구군 양구읍 양록길23번길 16-19,오리구이,2003-08-16,2003-10-01,2006-12-01
수원갈비,강원도 양구군 양구읍 양록길 33,"육류,탕류",2007-08-30,2007-12-01,2021-10-29
최가네,강원도 양구군 양구읍 양록길23번길 6-27,육류,2002-09-03,2002-09-03,2016-11-10
장수오골계,강원도 양구군 양구읍 양록길23번길 6-17,"오골계구이, 탕류",2007-08-30,2015-10-19,2021-10-29
송죽잎,강원도 양구군 양구읍 비봉로 60-1,돼지갈비,2007-08-30,2007-12-01,2013-10-28
백세추어탕,강원도 양구군 양구읍 비봉로 42-1,매운탕,2012-09-19,2012-10-02,2014-11-11
보길도,강원도 양구군 양구읍 비봉로 6-12,"육류,탕류",2006-11-20,2006-12-01,2016-11-10
Cafe Forest (카페 포레스트),강원도 양구군 국토정중앙면 정중앙로 37,육류,2006-11-20,2006-12-01,2013-10-28
정중앙맛집,강원도 양구군 양구읍 해시계로 14,"두부전골, 백숙, 삼겹살",2016-10-04,2016-11-10,2021-10-29
불티나닭갈비,강원도 양구군 양구읍 사명길 108-10,닭갈비,2007-08-30,2007-12-01,2014-11-11
장수오골계,강원도 양구군 양구읍 양록길23번길 12-18,오골계,2010-11-04,2010-12-01,2013-10-28
정주골,강원도 양구군 해안면 땅굴로 11-1,산채정식,2008-11-11,2008-12-01,2014-11-11
오래드림 고원,강원도 양구군 양구읍 양록길23번길 12-7,"두부찌개, 두부전골",2008-11-11,2009-12-01,2021-10-29
시래원,강원도 양구군 국토정중앙면 봉화산로 457,시래기밥,2015-09-11,2015-10-19,2021-10-29
도촌삼계탕,강원도 양구군 양구읍 청춘로 39-37,삼계탕,2017-09-29,2017-11-07,2021-10-29
유나인· 피자큐,강원도 양구군 양구읍 중앙길 15,돈가스,2015-09-11,2015-10-19,2018-11-09
소나무함흥냉면막국수,강원도 양구군 양구읍 청춘로 82-38,냉면,2015-09-01,2015-10-19,2021-10-29
청참치,강원도 양구군 양구읍 양록길23번길 6-11,"참치회, 바다회",2016-10-04,2016-11-10,2021-10-29
기대만족 양구점,강원도 양구군 양구읍 비봉로 6-12,"족발, 보쌈",2019-10-04,2019-11-11,2021-10-29
시래정,강원도 양구군 양구읍 황강길 16-23,"시래기정식, 돼지갈비",2017-09-29,2017-11-07,2021-10-29
모범떡볶이,강원도 양구군 양구읍 중앙길 51,떡볶이,2020-10-12,2020-10-30,2021-10-29
양구밥상,강원도 양구군 양구읍 박수근로 367,산채비빔밥,2019-10-04,2019-11-11,2021-10-29
호정,강원도 양구군 양구읍 황강길 16-4,육류,2017-09-29,2017-11-07,2019-11-11
띵호와 식당,강원도 인제군 인제읍 비봉로 14-1,"옛날짬뽕,삼선짬뽕",2003-06-03,2003-06-03,2012-11-09
일미장,강원도 인제군 인제읍 인제로188번길 1,"한우불고기, 삼겹살",2002-04-11,2002-05-06,2020-12-07
함지 부대찌개,강원도 인제군 인제읍 인제로 208,한식,2002-04-11,2002-05-06,2007-11-02
한국관,강원도 인제군 인제읍 인제로188번길 14,"산채정식, 등심",2003-06-03,2003-06-03,2012-11-09
맛나코다리,강원도 인제군 서화면 천도로138번길 6,"송어회, 매운탕",2002-04-11,2002-05-06,2012-11-09
뉴욕 야시장 인제원통점,강원도 인제군 북면 원통로 173-1,한식,2002-04-11,2002-05-06,2003-06-03
영동식당,강원도 인제군 남면 신남로58번길 17,"생삼겹살, 불고기",2002-04-11,2002-05-06,2020-12-07
태정뷔페식당,강원도 인제군 북면 원통로 332,한식,2002-04-11,2002-05-06,
황금식당,강원도 인제군 서화면 금강로 1426,"감자탕, 부대찌개",2004-06-20,2005-07-01,2012-11-09
베네치아레스토랑,강원도 인제군 북면 원통로147번길 42,"돈까스, 함박스테이크",2007-05-25,2007-06-01,2012-11-09
태능갈비,강원도 인제군 북면 원통로147번길 23,갈비,2002-04-11,2002-05-06,2003-06-03
삼호숯불갈비,강원도 인제군 인제읍 비봉로16번길 9,"돼지갈비, 등심",2003-06-03,2003-06-03,2020-12-07
부산식당,강원도 인제군 서화면 천도로 147-1,갈비,2002-04-11,2002-05-06,2008-12-17
청산반점,강원도 인제군 북면 원통로 177,중국식,2003-06-03,2003-06-03,2010-08-20
고려관,강원도 인제군 남면 신남로54번길 22,"육회비빔밥, 한우국밥",2002-04-11,2002-05-06,2012-11-09
선우회관,강원도 인제군 상남면 상남로47번길 5,"민물장어, 잡어매운탕",2007-05-25,2007-06-01,2012-11-09
진부령식당,강원도 인제군 북면 진부령로 104,"황태정식, 더덕정식",2002-04-11,2002-05-06,2015-11-30
복바위식당,강원도 인제군 북면 황태길 368,"황태정식, 황태찜",2006-06-01,2006-07-01,2012-11-09
대복아구찜,강원도 인제군 남면 신남로54번길 14,"아구찜, 백반",2002-04-11,2002-05-06,2020-12-07
광성가든,강원도 인제군 서화면 천도로138번길 8,"생삼겹살, 숯불갈비",2002-04-11,2002-05-06,2012-11-09
산골황태삼대식당,강원도 인제군 북면 미시령로 1368,황태,2015-09-15,2015-11-30,2020-12-07
인제복추어탕,강원도 인제군 인제읍 인제로 85,"추어탕, 메기매운탕",2004-06-20,2004-06-30,2012-11-09
진주면옥,강원도 인제군 인제읍 인제로188번길 3,한식,2002-04-11,2002-05-06,
산유화,강원도 인제군 서화면 금강로 1771,갈비,2003-06-03,2003-06-03,
용바위식당,강원도 인제군 북면 진부령로 107,황태정식,2012-09-25,2012-11-09,2020-12-07
부자네,강원도 인제군 북면 원통로 92,"짜장면, 짬뽕",2002-04-11,2002-05-06,2010-08-20
우돈가,강원도 인제군 북면 원통로 316,"한우암소, 돼지갈비",2007-05-25,2007-06-01,2020-12-07
고기촌 화로 숯불구이,강원도 인제군 기린면 내린천로 4013,"돼지갈비, 생삼겹살",2011-11-15,2011-11-15,2020-12-07
어울림2,강원도 인제군 인제읍 살구미길 127,한식,2004-06-20,2004-06-30,2009-12-16
다리골식당,강원도 인제군 북면 미시령로 1281,"황태구이, 황태강정",2011-01-03,2010-12-23,2020-12-07
정원식당,강원도 인제군 남면 삼팔선로 2115,"오리한방수육, 두부전골",2002-04-11,2002-05-06,2020-12-07
정선가든,강원도 인제군 서화면 금강로 1525,"닭갈비, 보신탕",2004-06-20,2004-06-30,2013-11-28
백담폭포횟집,강원도 인제군 북면 만해로 224-9,송어회,2013-12-09,2013-11-28,2020-12-07
노루목산장식당,강원도 인제군 인제읍 내린천로 6627,"낙지요리,토종닭,청국장",2015-09-30,2015-11-30,2018-11-08
동서가든 식당,강원도 인제군 인제읍 비봉로44번길 10,"해물전골, 곱창전골",2003-06-03,2003-06-03,2012-11-09
인제골,강원도 인제군 인제읍 비봉로30번길 42,"계절비빔밥, 석쇠불고기",2011-11-15,2011-11-15,2020-12-07
성원식당,강원도 인제군 북면 원통로 169,질경이정식,2017-10-20,2017-12-04,2020-12-07
미소숯불닭갈비,강원도 인제군 인제읍 인제로 322,닭갈비,2015-10-06,2015-11-30,2020-12-07
소양강장어구이,강원도 인제군 인제읍 인제로 102,"민물장어, 설렁탕",2005-06-30,2005-07-01,2015-11-30
마루가든,강원도 인제군 인제읍 비봉로 31-3,"산채정식, 등심",2011-11-15,2011-11-15,2017-12-04
대성횟집,강원도 인제군 기린면 내린천로 3987,"송어회, 메기매운탕",2004-06-20,2004-06-30,2012-11-09
감자네식당,강원도 인제군 인제읍 덕산로 84,민물매운탕,2005-06-30,2005-07-01,2012-11-09
대아정식당,"강원도 인제군 북면 원통로 181, 2층","등심, 돌솥밥정식",2002-04-11,2002-05-06,2012-11-09
진 한방 흑염소,강원도 인제군 인제읍 비봉로30번길 35,"스파게티,돈까스",2007-05-25,2007-06-01,2019-11-20
뚝배기 갈비탕,"강원도 인제군 인제읍 비봉로30번길 35, 2층",돈가스,2007-05-25,2007-06-01,
레스토랑안단테,강원도 인제군 북면 갈골로1길 6-5,"닭가슴살 스테이크, 안심",2011-11-30,2011-11-15,2020-12-07
커피홀 인제스테이점,강원도 인제군 인제읍 내린천로 6759,불고기,2004-06-20,2004-06-30,2008-12-17
복자네,강원도 인제군 인제읍 비봉로44번길 12,해물탕,2004-06-20,2004-06-30,
무봉리 순대국밥,강원도 인제군 북면 원통로174번길 13,생선회,2004-06-20,2004-06-30,2009-12-16
모이세 칼국수,강원도 인제군 인제읍 비봉로44번길 25,"콩국수, 칼국수",2005-06-30,2005-07-01,2020-12-07
